Dam,Location,Capacity_Total,Capacity_Usable,Water_Stored,Water_Usable,Inflow,Outflow,Data_Time,Water_Type
เขื่อนลำตะคอง,นครราชสีมา,314.49,291.79,59.54 (19%),36.84 (12%),0,0.26,23/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนคลองสียัด,ฉะเชิงเทรา,420,390,69.19 (16%),39.19 (9%),0,1.86,23/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนบางลาง,ยะลา,"1,454.36","1,178.08","1,244.96 (86%)",968.68 (67%),4.24,4.05,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่งัดสมบูรณ์ชล,เชียงใหม่,265,253,221.31 (84%),209.12 (79%),0.05,1.55,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนหนองปลาไหล,ระยอง,164,150.25,128.65 (79%),115.15 (70%),0,0.43,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนศรีนครินทร์,กาญจนบุรี,"17,745","7,480","13,478.92 (76%)","3,213.92 (18%)",1.05,16.96,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกิ่วคอหมา,ลำปาง,170,163.8,121.63 (72%),115.43 (68%),0.03,0.33,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนสิริกิติ์,อุตรดิตถ์,"9,510","6,660","6,437.66 (68%)","3,587.66 (38%)",1.53,22,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนวชิราลงกรณ,กาญจนบุรี,"8,860","5,848","5,994.12 (68%)","2,982.12 (34%)",0,17.99,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนรัชชประภา,สุราษฎร์ธานี,"5,638.84","4,287","3,770.52 (67%)","2,418.98 (43%)",0.7,7.2,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนบางพระ,ชลบุรี,117,104.94,73.65 (63%),61.59 (53%),0,0.3,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแควน้อยบำรุงแดน,พิษณุโลก,939,896,572.08 (61%),529.08 (56%),0.12,3.89,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนภูมิพล,ตาก,"13,462","9,662","7,989.06 (59%)","4,189.06 (31%)",1.58,15,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่กวงอุดมธารา,เชียงใหม่,263,249,152.94 (58%),138.94 (53%),0.05,0.48,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนสิรินธร,อุบลราชธานี,"1,966.47","1,135","1,137.11 (58%)",305.73 (16%),0,0.55,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำปาว,กาฬสินธุ์,"1,980","1,880","1,086.21 (55%)",986.21 (50%),0,6.88,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนประแสร์,ระยอง,295,275,157.76 (53%),137.76 (47%),0,1.25,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนน้ำอูน,สกลนคร,520,475,261.01 (50%),216.01 (42%),0,1.89,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกิ่วลม,ลำปาง,106.22,102.67,52.69 (50%),49.14 (46%),0.42,2.16,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกระเสียว,สุพรรณบุรี,299,259,147.74 (49%),107.74 (36%),0,1.12,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแก่งกระจาน,เพชรบุรี,710,645,340.38 (48%),275.38 (39%),0.44,2.59,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำพระเพลิง,นครราชสีมา,155,153.6,73.01 (47%),71.61 (46%),0,0.17,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนอุบลรัตน์,ขอนแก่น,"2,431.32","1,850","1,082.11 (45%)",500.44 (21%),0.02,8.07,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำแชะ,นครราชสีมา,275,268,122 (44%),115 (42%),0,0.25,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนห้วยหลวง,อุดรธานี,135.57,128.98,59.22 (44%),52.63 (39%),0,0.59,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนนฤบดินทรจินดา,ปราจีนบุรี,295,275.5,128.53 (44%),114.28 (39%),0,1.05,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนมูลบน,นครราชสีมา,141,134,58.6 (42%),51.6 (37%),0,0.36,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนน้ำพุง,สกลนคร,165.48,157,66.49 (40%),57.81 (35%),0.05,0.22,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนป่าสักชลสิทธิ์,สระบุรี,960,957,383.57 (40%),380.57 (40%),0,3.89,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนปราณบุรี,ประจวบคีรีขันธ์,391,373.41,149.48 (38%),131.89 (34%),0,0.87,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนทับเสลา,อุทัยธานี,160,143,59.83 (37%),42.83 (27%),0,0.1,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนขุนด่านปราการชล,นครนายก,224,219.48,80.72 (36%),76.2 (34%),0,1.54,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนจุฬาภรณ์,ชัยภูมิ,163.75,127,55.46 (34%),18.24 (11%),0.01,0,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำนางรอง,บุรีรัมย์,121.41,118,38.35 (32%),34.9 (29%),0,0,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่มอก,ลำปาง,110,94.1,27.26 (25%),11.36 (10%),0,0.13,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำตะคอง,นครราชสีมา,314.49,291.79,59.01 (19%),36.31 (12%),0,0.26,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนคลองสียัด,ฉะเชิงเทรา,420,390,67.24 (16%),37.24 (9%),0,1.86,24/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนบางลาง,ยะลา,"1,454.36","1,178.08","1,243.96 (86%)",967.68 (67%),3.24,4.04,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่งัดสมบูรณ์ชล,เชียงใหม่,265,253,219.65 (83%),207.46 (78%),0.05,1.71,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนหนองปลาไหล,ระยอง,164,150.25,128.25 (78%),114.75 (70%),0.02,0.48,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนศรีนครินทร์,กาญจนบุรี,"17,745","7,480","13,464.83 (76%)","3,199.83 (18%)",0,15.03,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกิ่วคอหมา,ลำปาง,170,163.8,121.32 (71%),115.12 (68%),0.03,0.33,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนสิริกิติ์,อุตรดิตถ์,"9,510","6,660","6,416.17 (67%)","3,566.17 (38%)",1.56,22,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนวชิราลงกรณ,กาญจนบุรี,"8,860","5,848","5,972.5 (67%)","2,960.5 (33%)",0,19.87,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนรัชชประภา,สุราษฎร์ธานี,"5,638.84","4,287","3,763.46 (67%)","2,411.92 (43%)",3.62,10.13,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนบางพระ,ชลบุรี,117,104.94,73.19 (63%),61.13 (52%),0,0.29,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแควน้อยบำรุงแดน,พิษณุโลก,939,896,568.24 (61%),525.24 (56%),0.14,3.89,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนภูมิพล,ตาก,"13,462","9,662","7,975.96 (59%)","4,175.96 (31%)",3.63,15,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่กวงอุดมธารา,เชียงใหม่,263,249,152.54 (58%),138.54 (53%),0.07,0.47,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนสิรินธร,อุบลราชธานี,"1,966.47","1,135","1,135.05 (58%)",303.67 (15%),0,0.53,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำปาว,กาฬสินธุ์,"1,980","1,880","1,077.85 (54%)",977.85 (49%),0,6.86,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนประแสร์,ระยอง,295,275,156.64 (53%),136.64 (46%),0,0.97,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนน้ำอูน,สกลนคร,520,475,259.32 (50%),214.32 (41%),0.49,1.88,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกระเสียว,สุพรรณบุรี,299,259,146.44 (49%),106.44 (36%),0,1.12,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกิ่วลม,ลำปาง,106.22,102.67,50.79 (48%),47.24 (44%),0.19,2.09,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแก่งกระจาน,เพชรบุรี,710,645,338.65 (48%),273.65 (39%),1.02,2.76,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำพระเพลิง,นครราชสีมา,155,153.6,72.78 (47%),71.38 (46%),0,0.17,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำแชะ,นครราชสีมา,275,268,121.56 (44%),114.56 (42%),0,0.24,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนอุบลรัตน์,ขอนแก่น,"2,431.32","1,850","1,072.78 (44%)",491.11 (20%),0.01,8.01,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนนฤบดินทรจินดา,ปราจีนบุรี,295,275.5,127.33 (43%),113.08 (38%),0,1.05,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนห้วยหลวง,อุดรธานี,135.57,128.98,57.6 (42%),51.01 (38%),0,0.59,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนมูลบน,นครราชสีมา,141,134,58.29 (41%),51.29 (36%),0,0.23,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนน้ำพุง,สกลนคร,165.48,157,66.25 (40%),57.57 (35%),0.01,0.18,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนป่าสักชลสิทธิ์,สระบุรี,960,957,379.13 (39%),376.13 (39%),0,3.89,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนปราณบุรี,ประจวบคีรีขันธ์,391,373.41,148.56 (38%),130.97 (34%),0,0.87,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนทับเสลา,อุทัยธานี,160,143,59.63 (37%),42.63 (27%),0,0.1,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนขุนด่านปราการชล,นครนายก,224,219.48,79.67 (36%),75.15 (34%),0,1.01,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนจุฬาภรณ์,ชัยภูมิ,163.75,127,55.33 (34%),18.11 (11%),0.08,0,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำนางรอง,บุรีรัมย์,121.41,118,38.35 (32%),34.9 (29%),0.04,0,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่มอก,ลำปาง,110,94.1,27.13 (25%),11.23 (10%),0,0.13,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำตะคอง,นครราชสีมา,314.49,291.79,59.01 (19%),36.31 (12%),0.04,0.26,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนคลองสียัด,ฉะเชิงเทรา,420,390,65.11 (16%),35.11 (8%),0,2.06,25/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนบางลาง,ยะลา,"1,454.36","1,178.08","1,243.46 (86%)",967.18 (67%),3.73,4.03,26/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่งัดสมบูรณ์ชล,เชียงใหม่,265,253,217.99 (82%),205.8 (78%),0.05,1.71,26/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนหนองปลาไหล,ระยอง,164,150.25,127.85 (78%),114.35 (70%),0.02,0.48,26/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนศรีนครินทร์,กาญจนบุรี,"17,745","7,480","13,447.23 (76%)","3,182.23 (18%)",1.28,14.98,26/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกิ่วคอหมา,ลำปาง,170,163.8,120.92 (71%),114.72 (67%),0,0.33,26/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนสิริกิติ์,อุตรดิตถ์,"9,510","6,660","6,390.44 (67%)","3,540.44 (37%)",0,21.81,26/03/2025,แหล่งน้ำขนาดใหญ่
เขื่อนวชิราลงกรณ,กาญจนบุรี,"8,860","5,848","5,950.93 (67%)","2,938.93 (33%)",0,20.05,26/03/2025,แหล่งน้ำขนาดใหญ่
