0,1,2,3,4,5,6,7,9,10,8,3_pct,4_pct,5_pct
คลองโพธิ์,นครสวรรค์,82.0,30.99,24.99,1.25,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.44,0.37,0.0
ลำเชียงสา,นครราชสีมา,7.5,3.32,1.92,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.44,0.31,0.0
เขาอีโต้ 1,ปราจีนบุรี,2.9,1.27,0.77,0.11,0.06,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.44,0.29,0.0
หนองบ่อ,มหาสารคาม,3.584,1.56,1.37,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.44,0.39,0.0
แก่งเลิงจาน,มหาสารคาม,8.024,3.46,1.19,0.0,0.03,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.43,0.2,0.0
ห้วยขนาดมอญ,สุรินทร์,15.5,6.67,6.02,0.03,0.06,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.43,0.41,0.0
แก่งละว้า,ขอนแก่น,45.784,19.67,18.37,0.0,0.01,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.43,0.41,0.0
ห้วยระหาร,สุรินทร์,1.012,0.43,0.4,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.43,0.41,0.0
ทุ่งขาม,ประจวบคีรีขันธ์,8.0,3.4,2.79,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.43,0.38,0.0
พุทธอุทธยาน,อำนาจเจริญ,19.325,8.2,7.3,0.58,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.42,0.4,0.0
ห้วยทอน บน กิ่งอ.โพธิ์ตาก,อุดรธานี,7.8,3.3,3.15,0.07,0.14,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.42,0.44,0.0
ห้วยแคน,มุกดาหาร,2.1,0.88,0.79,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.42,0.4,0.0
ลำช่อระกา,ชัยภูมิ,10.312,4.34,3.31,0.04,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.42,0.36,0.0
ห้วยบง,นครราชสีมา,14.5,6.09,5.33,0.01,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.42,0.39,0.0
ห้วยหินลับ,มุกดาหาร,4.0,1.68,1.07,0.05,0.05,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.42,0.31,0.0
ห้วยวังลิ้นฟ้า,กาฬสินธุ์,3.35,1.4,1.23,0.03,0.03,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.42,0.39,0.0
ห้วยสงสัย,เพชรบุรี,4.054,1.7,1.29,0.06,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.42,0.34,0.0
โสกรวก,ขอนแก่น,0.996,0.42,0.24,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.42,0.29,0.0
บางเหนียวดำ,ภูเก็ต,7.2,3.22,3.19,0.02,0.02,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.41,0.45,0.0
ห้วยเล็ง,เพชรบูรณ์,17.2,7.1,3.8,0.0,0.04,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.41,0.23,0.0
ห้วยชะโนด,มุกดาหาร,18.4,7.58,6.92,0.1,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.41,0.39,0.0
ห้วยหอย,กาฬสินธุ์,2.0,0.82,0.52,0.03,0.03,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.41,0.3,0.0
ห้วยทับครัว,นครราชสีมา,5.0,2.04,1.27,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.41,0.3,0.0
บึงกระโตน,นครราชสีมา,10.214,4.14,2.91,0.02,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.41,0.32,0.0
ห้วยทราย,ขอนแก่น,2.355,0.95,0.72,0.04,0.07,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.41,0.34,0.0
ท่ากะบาก,สระแก้ว,7.3,2.92,2.12,0.02,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.4,0.3,0.0
ห้วยตู้ 1,ชลบุรี,1.5,0.6,0.51,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.4,0.36,0.0
ห้วยศาลา,ศรีสะเกษ,37.07,14.62,11.82,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.39,0.34,0.0
หนองขอนสัก,มหาสารคาม,8.659,3.3,2.22,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.38,0.29,0.0
หนองผือ,ศรีสะเกษ,4.178,1.57,0.37,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.38,0.12,0.0
ห้วยวังนอง,มุกดาหาร,11.492,4.3,3.99,0.0,0.6,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.37,0.36,0.0
ห้วยใหญ่(วังแขม),ลพบุรี,12.0,4.45,2.95,0.09,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.37,0.25,0.0
คลองจำไหร,สงขลา,6.0,2.22,2.12,0.04,0.05,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.37,0.36,0.0
ห้วยโพธิ์,อำนาจเจริญ,7.438,2.73,2.19,0.16,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.37,0.32,0.0
คลองป่าบอน,พัทลุง,20.0,7.27,6.37,0.05,0.12,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.36,0.33,0.0
ลำปะเทีย,บุรีรัมย์,25.4,9.23,8.03,0.05,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.36,0.33,0.0
ห้วยทราย อ. โคกศรีสุพรรณ,นครพนม,1.5,0.54,0.54,0.16,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.36,0.36,0.0
ห้วยตาเขียว,บุรีรัมย์,1.9,0.68,0.39,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.36,0.24,0.0
ห้วยซับประดู่,นครราชสีมา,27.664,9.86,8.46,0.12,0.1,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.36,0.32,0.0
ห้วยบ้านยาง,นครราชสีมา,6.52,2.32,1.8,0.03,0.01,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.36,0.3,0.0
คลองหัวช้าง,พัทลุง,30.0,10.63,10.08,0.13,0.25,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.35,0.34,0.0
ธวัชชัย,ร้อยเอ็ด,5.007,1.77,1.66,0.01,0.01,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.35,0.34,0.0
ห้วยเตย,นครราชสีมา,4.396,1.55,1.41,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.35,0.33,0.0
ห้วยน้ำพาว อ.เมือง,เลย,1.364,0.48,0.45,0.08,0.06,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.35,0.34,0.0
คลองหลวง รัชชโลทร,ชลบุรี,98.0,34.3,31.35,0.47,0.13,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.35,0.33,0.0
ยางชุม,ประจวบคีรีขันธ์,41.1,14.35,10.35,0.01,0.01,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.35,0.28,0.0
ห้วยผาก,เพชรบุรี,27.5,9.54,6.54,0.03,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.35,0.27,0.0
หนองกระทุ่ม,มหาสารคาม,0.0,0.91,0.84,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.35,0.0,0.0
ห้วยขี้หนู,บุรีรัมย์,1.56,0.55,0.52,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.35,0.34,0.0
อ่างฯ ห้วยท่าพล,เพชรบูรณ์,0.0,4.42,3.57,0.0,0.02,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.34,0.0,0.0
ห้วยน้ำชุนใหญ่,เพชรบูรณ์,7.52,2.52,1.88,0.1,0.01,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.34,0.27,0.0
ห้วยประดู่,มหาสารคาม,2.804,0.92,0.88,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.33,0.32,0.0
ห้วยแม่สอด,ตาก,5.5,1.77,1.34,0.06,0.14,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.32,0.26,0.0
กุดตาเพชร,ลพบุรี,43.0,13.6,11.6,0.0,1.02,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.32,0.28,0.0
ท่าเคย,ราชบุรี,23.4,7.32,6.32,0.01,0.02,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.31,0.27,0.0
ห้วยทา,มุกดาหาร,2.23,0.7,0.17,0.06,0.06,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.31,0.1,0.0
ห้วยเทียน,กาญจนบุรี,10.65,3.29,1.89,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.31,0.2,0.0
ลำปลายมาศ,นครราชสีมา,98.0,30.2,20.9,0.22,0.35,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.31,0.24,0.0
คลองข้างใน,สุโขทัย,9.0,2.69,2.35,0.03,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.3,0.27,0.0
ละเลิงหวาย,นครราชสีมา,3.737,1.1,1.07,0.0,0.01,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.3,0.29,0.0
ห้วยอีเลิศ อ.วังสะพุง,เลย,1.431,0.47,0.39,0.03,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.28,0.29,0.0
ห้วยกุดแคน,ร้อยเอ็ด,1.996,0.56,0.34,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.28,0.19,0.0
ลาดกระทิง,ฉะเชิงเทรา,4.2,1.18,0.98,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.28,0.25,0.0
พระปรง,สระแก้ว,97.0,26.98,22.98,0.07,0.12,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.28,0.25,0.0
ห้วยใหญ่,เพชรบูรณ์,13.25,3.68,2.68,0.14,0.01,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.28,0.22,0.0
หนองไฮ,ร้อยเอ็ด,2.244,0.62,0.45,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.28,0.22,0.0
ห้วยค้อ,มหาสารคาม,31.338,8.42,5.22,0.13,0.02,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.27,0.18,0.0
บ้านเพชร,ชัยภูมิ,19.675,5.26,2.26,0.04,0.08,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.27,0.14,0.0
คลองแห้ง,กระบี่,12.5,3.31,2.31,0.01,0.02,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.26,0.2,0.0
ห้วยน้ำเค็ม,ศรีสะเกษ,1.07,0.28,-0.32,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.26,-0.39,0.0
ห้วยปราสาทใหญ่,นครราชสีมา,8.7,2.24,1.39,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.26,0.18,0.0
ห้วยพุง,กาฬสินธุ์,4.0,1.02,0.17,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.25,0.05,0.0
ลุ่มน้ำโจน 2,ฉะเชิงเทรา,1.96,0.49,0.19,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.25,0.11,0.0
คลองจะกระ,ประจวบคีรีขันธ์,10.4,2.6,2.1,0.05,0.01,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.25,0.21,0.0
หนองทะลอก,บุรีรัมย์,3.43,1.16,1.06,0.01,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.25,0.33,0.0
คลองระบม,ฉะเชิงเทรา,55.5,13.8,6.0,0.0,0.22,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.25,0.13,0.0
ห้วยสวาย,บุรีรัมย์,13.56,3.37,2.4,0.06,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.25,0.19,0.0
ลำตะโคง,บุรีรัมย์,7.58,1.87,1.56,0.67,0.67,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.25,0.21,0.0
ห้วยอ่างหิน,ประจวบคีรีขันธ์,2.8,0.68,0.53,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.24,0.2,0.0
ห้วยด่าน,สุรินทร์,9.4,2.29,1.15,0.0,0.02,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.24,0.14,0.0
สุวรรณาภา,สุรินทร์,1.57,0.37,0.35,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.24,0.23,0.0
ห้วยแอ่ง,มหาสารคาม,22.299,5.09,4.68,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.23,0.21,0.0
ห้วยพุ,มุกดาหาร,4.5,1.03,0.33,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.23,0.09,0.0
ห้วยแม่ประจันต์,เพชรบุรี,42.2,9.41,7.37,0.29,0.26,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.22,0.18,0.0
ลำจังหัน,บุรีรัมย์,36.0,7.57,5.77,0.03,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.21,0.17,0.0
ห้วยหิน,ลพบุรี,2.25,0.47,0.27,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.21,0.13,0.0
ห้วยไผ่,กาฬสินธุ์,10.5,2.65,1.85,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.21,0.19,0.0
ห้วยจานใต้,ร้อยเอ็ด,5.795,1.2,0.64,0.03,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.21,0.12,0.0
ห้วยส้มป่อย,ชัยภูมิ,7.646,1.55,0.95,0.01,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.2,0.13,0.0
ห้วยหลวง,ลำปาง,1.26,0.24,0.07,0.04,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.19,0.07,0.0
ห้วยยาง,สระแก้ว,60.0,11.02,7.02,0.01,0.16,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.18,0.13,0.0
ห้วยเชียงคำ,มหาสารคาม,5.066,0.89,0.21,0.0,0.03,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.18,0.04,0.0
ห้วยน้อย,บุรีรัมย์,1.2,0.21,0.01,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.17,0.01,0.0
ห้วยคะคาง,มหาสารคาม,4.126,0.7,0.36,0.01,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.17,0.1,0.0
ห้วยน้ำลาด,นครสวรรค์,0.8,0.2,-0.04,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.17,-0.07,0.0
ห้วยโป่ง,ลพบุรี,2.07,0.34,0.29,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.16,0.14,0.0
เขาดิน,สระแก้ว,1.42,0.23,0.13,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.16,0.1,0.0
ห้วยใหญ่,บุรีรัมย์,1.31,0.21,0.07,0.04,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.16,0.06,0.0
ห้วยขุนแก้ว,อุทัยธานี,43.41,8.27,6.1,0.07,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.16,0.15,0.0
หนองสิ,ศรีสะเกษ,3.66,0.64,-1.66,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.15,-0.55,0.0
คลองตาด้วง,สระแก้ว,1.8,0.27,0.17,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.15,0.1,0.0
คลองโบด,นครนายก,4.25,0.63,0.62,0.01,0.01,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.15,0.15,0.0
คลองช่องลม,ประจวบคีรีขันธ์,5.5,0.79,0.49,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.14,0.09,0.0
กระหร่างสาม,ประจวบคีรีขันธ์,6.0,0.74,0.52,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.12,0.09,0.0
ห้วยสำนักไม้เต็ง,ราชบุรี,45.48,5.46,3.46,0.0,0.02,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.12,0.08,0.0
ห้วยตะแปด,เพชรบุรี,4.0,0.47,0.34,0.01,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.12,0.09,0.0
ซับตะเคียน,ลพบุรี,8.42,0.81,0.46,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.1,0.06,0.0
เขารัง,สระแก้ว,3.72,0.34,0.22,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.09,0.06,0.0
คลองบึง,ประจวบคีรีขันธ์,22.2,2.0,1.2,0.01,0.01,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.09,0.06,0.0
ห้วยขุนจิต,ชลบุรี,4.8,0.41,0.16,0.01,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.09,0.04,0.0
ห้วยตะเคียน,สระแก้ว,10.0,0.82,0.62,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.08,0.06,0.0
ห้วยเมฆา,บุรีรัมย์,4.07,0.32,0.22,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.08,0.05,0.0
ห้วยแล้ง,มหาสารคาม,4.414,0.23,0.04,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.05,0.01,0.0
ห้วยสามเขา,ประจวบคีรีขันธ์,3.4,0.12,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.04,0.0,0.0
คลองบอน,จันทบุรี,2.5,0.09,-0.21,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.03,-0.1,0.0
ห้วยทราย,ประจวบคีรีขันธ์,1.95,0.04,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.02,0.0,0.0
คิรีธาร,จันทบุรี,75.8,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยป่าเลา,เพชรบูรณ์,8.4,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองกระทุ่งปง,ลำปาง,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
พรุฉวง,สุราษฎร์ธานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ไม่มีชื่อ,กาญจนบุรี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยเซิม,เลย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
กิ่วหญ้าแทน,สุโขทัย,2.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยหนองเคาะ,สุโขทัย,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ศูนย์ราชการ จุดที่ 3,ลำปาง,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ไม่มีชื่อ,กาญจนบุรี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
กุดเมืองฮาม,ศรีสะเกษ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงระนาม,ศรีสะเกษ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
เขื่อนแม่ขาม,ลำปาง,35.9,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
กุดโมง,ศรีสะเกษ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองสแนง,ศรีสะเกษ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
กุดชมพู,ศรีสะเกษ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
คลองหลวง รัชชโลทร,ชลบุรี,98.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยคณะ,ศรีสะเกษ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงคูณ,พิจิตร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองไข่นุ่น,ศรีสะเกษ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
กุดพรหมคาด,ศรีสะเกษ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
คลองขวาง,ตราด,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
สระฆ้อ,ตราด,20.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บ้านโนนดู่,ศรีสะเกษ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
แม่เหิน,ลำปาง,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยหินกอง,อุบลราชธานี,8.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองสะอางค์,ศรีสะเกษ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองน้ำ,กระบี่,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
แม่ฮวก,ลำปาง,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
วังน้ำเย็น,ศรีสะเกษ,4.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ภูดิน,ศรีสะเกษ,9.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บ้านน้ำมุด (ตัวล่าง),ศรีสะเกษ,2.5,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บ้านน้ำมุด (ตัวบน),ศรีสะเกษ,2.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
เขื่อนท่าทุ่งนา,กาญจนบุรี,55.03,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บ้านสวนป่า,ศรีสะเกษ,2.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองกระมัล,ศรีสะเกษ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ไม่มีชื่อ,ศรีสะเกษ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองกุดกว้าง,อุบลราชธานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองซำ,ศรีสะเกษ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองสวะ,อุบลราชธานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองเมือก,บึงกาฬ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองตากแดด,บึงกาฬ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองอังฮา,บึงกาฬ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองบังบาตร,บึงกาฬ,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองพุงมัน,อุบลราชธานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ไม่มีชื่อ,ปัตตานี,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยแม่สาง,แพร่,3.6,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยแม่ลาน,แพร่,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ไม่มีชื่อ,กาฬสินธุ์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงโดน,กาฬสินธุ์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองมะงอก,กาฬสินธุ์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยป่าซางอ่อน,ลำพูน,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
ห้วยเทา,สกลนคร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
เลิงไก่โอก,กาฬสินธุ์,2.89,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
บึงพฤกชัย,กาฬสินธุ์,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองซากใหญ่,สกลนคร,0.0,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
หนองอิเลิง,หนองคาย,14.36,0.0,0.0,0.0,0.0,0.0,แหล่งน้ำขนาดกลาง,0,0.0,0.0,0.0,0.0
